title,actors
"Murder, She Wrote: A Story to Die For",Angela Lansbury; Richard Crenna; Robert Mailhouse; Kathryn Morris; Steven Culp; Duncan Regehr; Alan Fudge; Jay Acovone; Santiago Douglas; Kathy Evison
Final Examination,Kari Wuhrer; Brent Huff; Debbie Rochon; Amy Lindsay; Belinda Gavin; Ted Monte; Jim Valdez; Richard Gabai; Marc Vahanian; Stefany Baclaan
V/H/S,Joe Swanberg; Adam Wingard; Lisa Marie Thomas; Sophia Takal; Kate Lyn Sheil; John Walcutt; Calvin Reeder; Matt Bettinelli-Olpin; Jason Yachanin; Chad Villella
Twenty-Eight Hotel Rooms,Chris Messina; Marin Ireland
The Pact,Caity Lotz; Casper Van Dien; Agnes Bruckner; Mark Steger; Haley Hudson; Bo Barrett; Kathleen Rose Perkins; Sam Ball; Santiago Segura; Anjini Taneja Azhar
Red Tails,Nate Parker; David Oyelowo; Terrence Howard; Brandon T. Jackson; Ne-Yo; Tristan Wilds; Cuba Gooding jr.; Bryan Cranston; Method Man; Josh Dallas; Daniela Ruah; Michael B. Jordan; Gerald McRaney; Lee Tergesen
Casa de mi Padre,Will Ferrell; Gael García Bernal; Diego Luna; Efren Ramirez; Adrian Martinez; Genesis Rodriguez; Nick Offerman; Mariann Gavelo; Pedro Armendariz jr.; John A. Lorenz
The Cabin in the Woods,Richard Jenkins; Bradley Whitford; Jesse Williams; Chris Hemsworth; Fran Kranz; Kristen Connolly; Anna Hutchison; Brian White; Amy Acker; Reila Aphrodite; Jodelle Ferland; Tom Lenk; Chelah Horsdal; Sigourney Weaver
A Thousand Words,Eddie Murphy; Kerry Washington; Clark Duke; Allison Janney; Cliff Curtis; Ariel Winter; Jack McBrayer; John Witherspoon; Jordan-Claire Green; Darcy Rose Byrnes
Good Deeds,Tyler Perry; Thandie Newton; Brian White; Rebecca Romijn; Gabrielle Union; Eddie Cibrian; Jamie Kennedy; Phylicia Rashad; Ashley LeConte Campbell; Jordenn Thompson
Safe,Jason Statham; Catherine Chan; Chris Sarandon; Robert John Burke; Reggie Lee; Danny Hoch; James Hong; Anson Mount; Victor Pagan; Oksana Lada; Igor Jijikine
Act of Valor,Alex Veadov; Ailsa Marshall; Roselyn Sanchez; Emilio Rivera; Jason Cottle; Nestor Serrano; Gonzalo Menendez; Drea Castro; Timothy Gibbs; Carla Jimenez
True Justice. Brotherhood: Part 1&2,Steven Seagal; Meghan Ory; Warren Christie; William 'Big Sleeps' Stewart; Sarah Lind; Hiro Kanagawa; Warren Takeuchi; Frank Cassini; Byron Lawson; Vincent Gale
The Woman in Green,Basil Rathbone; Nigel Bruce; Hillary Brooke; Henry Daniell; Paul Cavanagh; Matthew Boulton; Eve Amber; Frederick Worlock; Coulter Irwin; Sally Shepherd
Dressed to Kill,Basil Rathbone; Nigel Bruce; Patricia Morison; Edmund Breon; Frederick Worlock; Carl Harbord; Patricia Cameron; Holmes Herbert; Harry Cording; Leyland Hodgson
Electrick Children,Julia Garner; Rory Culkin; Billy Zane; Liam Aiken; Bill Sage; Cynthia Watros; John Patrick Amedori; Rachel Pirard; Cassidy Gard; Paola Baldion; Guy Camilleri
Movie 43,Emma Stone; Gerard Butler; Kristen Bell; Chloë Grace Moretz; Josh Duhamel; Hugh Jackman; Elizabeth Banks; Kate Winslet; Kate Bosworth; Anna Faris; Naomi Watts; Richard Gere; Uma Thurman; Leslie Bibb; Seann William Scott; Liev Schreiber; Justin Long; Martin Klebba; Jason Sudeikis; Bobby Cannavale; Johnny Knoxville; Kieran Culkin
The Innkeepers,Sara Paxton; Pat Healy; Kelly McGillis; George Riddle; Alison Bartlett; Lena Dunham; Jake Ryan; John Speredakos
Gone,Amanda Seyfried; Jennifer Carpenter; Sebastian Stan; Wes Bentley; Daniel Sunjata; Katherine Moennig; Joel David Moore; Michael Paré; Jordan Fry; Emily Wickersham
Lawless,Tom Hardy; Jessica Chastain; Gary Oldman; Shia LaBeouf; Mia Wasikowska; Guy Pearce; Noah Taylor; Jason Clarke; Dane DeHaan; Lew Temple
The Pixar Story,Stacy Keach; John Lasseter; Brad Bird; John Musker; Ron Clements; Ollie Johnston; Frank Thomas; Randy Cartwright; Ron Miller; Glen Keane; George Lucas; Steve Jobs
True Justice. Street Wars: Part 1&2,Steven Seagal; Meghan Ory; Warren Christie; Sarah Lind; Adrian Hough; Kyle Cassie; Elizabeth Thai; David Richmond-Peck; Alex Mallari Jr.
Hostel: Part III,Brian Hallisay; Kip Pardue; Kelly Thiebaud; Skyler Stone; Thomas Kretschmann; Zulay Henao; John Hensley; Barry Livingston; Sarah Habel; Evelina Oboza; Danny Jacobs; Nickola Shreli
Moonrise Kingdom,Kara Hayward; Jared Gilman; Bruce Willis; Edward Norton; Bill Murray; Tilda Swinton; Frances McDormand; Jason Schwartzman; Harvey Keitel; Bob Balaban; Tommy Nelson
Lincoln,Daniel Day-Lewis; Joseph Gordon-Levitt; Tommy Lee Jones; Jared Harris; James Spader; Lee Pace; Jackie Earle Haley; Sally Field; Michael Stuhlbarg; Joseph Cross; John Hawkes; David Strathairn; Hal Holbrook; Walton Goggins; Bruce McGill
Chicago Overcoat,Frank Vincent; Kathrine Narducci; Mike Starr; Stacy Keach; Armand Assante; Danny Goldring; Tim Gamble; Martin Shannon; Barret Walz; Gina D'Ercoli
John Dies at the End,Chase Williamson; Rob Mayes; Paul Giamatti; Clancy Brown; Glynn Turman; Doug Jones; Daniel Roebuck; Fabianne Therese; Jonny Weston; Jimmy Wong
Expecting a Miracle,Jason Priestley; Teri Polo; Cheech Marin; Shalim Ortiz; Rebeka Montoya; Ed Lauter; Kevin Hernandez; Barry Livingston; Nicole Gabriella Scipione; Mia Cardena
Castle Freak,Jeffrey Combs; Barbara Crampton; Jonathan Fuller; Jessica Dollarhide; Massimo Sarchielli; Elisabeth Kaza; Luca Zingaretti; Helen Stirling; Alessandro Sebastian Satta; Raffaella Offidani
Magic Mike,Channing Tatum; Alex Pettyfer; Matthew McConaughey; Matt Bomer; Olivia Munn; Joe Manganiello; Mircea Monroe; Wendi McLendon-Covey; Betsy Brandt; Adam Rodriguez
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Bryan Callen; Noureen DeWulf; Mircea Monroe; Steven Sims; Austin Michael Scott; Randall Park; Chris Spencer; Frank Maharajh; Eric Tiede; Alissa Kramer
Pretty Bird,Billy Crudup; Paul Giamatti; Kristen Wiig; David Hornsby; Anna Camp; Garret Dillahunt; Michael Heintzman; Brent King; Elizabeth Marvel; Denis O'Hare; Daniel Stewart Sherman; James Wetzel
Unanswered Prayers,Eric Close; Ricardo Sosa Jr.; Samantha Mathis; Mädchen Amick; Jennifer Aspen; Danny Chambers; Tony Oller; Alex Frnka; Patty Duke; John Harrington Bland
Mirrors 2,Nick Stahl; Emmanuelle Vaugier; Evan Jones; Christy Carlson Romano; William Katt; Lawrence Turner; Stephanie Honore; Jon Michael Davis; Wayne Pére; Lance E. Nichols
Iron Maiden: Flight 666,Iron Maiden; Vinny Appice; Pat Cash; Bruce Dickinson; Ronnie James Dio; Janick Gers; Derrick Green; Lauren Harris; Steve Harris; Kerry King
The Paperboy,Zac Efron; Matthew McConaughey; Nicole Kidman; John Cusack; David Oyelowo; Macy Gray; Scott Glenn; Beau Brasseaux; Katarzyna Wolejnio; Ned Bellamy; Nikolette Noel
Mud,Matthew McConaughey; Reese Witherspoon; Tye Sheridan; Jacob Lofland; Sam Shepard; Michael Shannon; Sarah Paulson; Ray McKinnon; Joe Don Baker; Paul Sparks; Michael Abbott Jr.
Girl in Progress,Eva Mendes; Matthew Modine; Cierra Ramirez; Patricia Arquette; Landon Liboiron; Raini Rodriguez; Russell Peters; Eugenio Derbez; Richard Harmon; Brenna O'Brien; Tiera Skovbye
Thin Ice,Greg Kinnear; Alan Arkin; Billy Crudup; David Harbour; Bob Balaban; Lea Thompson; Michelle Arthur; James Detmar; Jennifer Culbert; Chris Carlson
Teen Spirit,Cassie Scerbo; Lindsey Shaw; Chris Zylka; Elena Varela; Rhoda Griffis; Katie Serife; Lucius Baston; Tim Gunn; Carissa Capobianco; Andrea Powell; Cullen Moss; Cree Ivey; Katrina Tandy
Warm Bodies,Nicholas Hoult; Teresa Palmer; John Malkovich; Rob Corddry; Dave Franco; Analeigh Tipton; Cory Hardrict; Justin Bradley; Patrick Sabongui; Ayisha Issa
Mighty Fine,Chazz Palminteri; Andie MacDowell; Jodelle Ferland; Rainey Qualley; Paul Ben-Victor; Arthur J. Nascarella; Richard Kohnke; Kent Jude Bernard; Monica Acosta; Beau Brasseaux
Sinister,Ethan Hawke; Vincent D'Onofrio; James Ransone; Fred Dalton Thompson; Clare Foley; Cameron Ocasio; Victoria Leigh; Juliet Rylance; Michael Hall D'Addario; Blake Mizrahi
The Possession,Jeffrey Dean Morgan; Kyra Sedgwick; Madison Davenport; Natasha Calis; Grant Show; Matisyahu; Agam Darshi; Quinn Lord; Rob LaBelle; John Cassini; Nana Gbewonyo
Django Unchained,Jamie Foxx; Christoph Waltz; Leonardo DiCaprio; Samuel L. Jackson; James Remar; Kerry Washington; Don Johnson; Franco Nero; Jonah Hill; Walton Goggins; Dennis Christopher; Dana Michelle Gourrier; Nichole Galicia; Laura Cayouette; Ato Essandoh; Miriam F. Glover; James Russo; Russ Tamblyn; Amber Tamblyn; Bruce Dern; M.C. Gainey; Danièle Watts; Zoe Bell; Michael Bowen; Robert Carradine; James Parks; Tom Savini; Michael Parks; Quentin Tarantino; Misty Upham
Ticket Out,Ray Liotta; Alexandra Breckenridge; Colin Ford; Ciara Bond; Billy Burke; Scott Michael Campbell; Christopher B. Duncan; Judith Benezra; Michael Shamus Wiles; Clifford Minkoff
Assassination Games,Jean-Claude Van Damme; Scott Adkins; Kevin Chapman; Ivan Kaye; Valentin Teodosiu; Alin Panc; Serban Celea; Michael Higgs; Kristopher Van Varenberg; Marija Karan
The Bourne Legacy,Jeremy Renner; Edward Norton; Rachel Weisz; Joan Allen; Oscar Isaac; Albert Finney; Corey Stoll; Scott Glenn; Stacy Keach; Sheena Colette
The Broken Tower,James Franco; Michael Shannon; Stacey Miller; Vince Jolivette; Betsy Franco; Dave Franco; David Rothstadt; David Gerson; Sean Patrick Murray
The Stare,James Franco; Winona Ryder; Dagmara Dominczyk; Josh Hamilton; Marin Ireland; Julie Ann Emery; Katherine Waterston; Eisa Davis; Samantha Sherman; Tanner Beard
Maladies,James Franco; Catherine Keener; Fallon Goodson; David Strathairn; Vince Jolivette; Carter; Jon Prescott; Jean Carter; Alan Cumming; Mary Beth Peil
About Cherry,Ashley Hinshaw; James Franco; Heather Graham; Dev Patel; Lili Taylor; Diane Farr; Megan Boone; Jonny Weston; Ernest Waddell; Steven Wiig
Oz: The Great and Powerful,James Franco; Mila Kunis; Rachel Weisz; Michelle Williams; Zach Braff; Abigail Spencer; Joey King; Bill Cobbs; Ted Raimi; Tony Cox
Lovelace,Amanda Seyfried; James Franco; Juno Temple; Hank Azaria; Peter Sarsgaard; Wes Bentley; Eric Roberts; Sharon Stone; Adam Brody; Chloë Sevigny; Bobby Cannavale; Robert Patrick; Chris Noth; Debi Mazar; Ron Pritchard; LisaGay Hamilton
Hope Springs,Meryl Streep; Steve Carell; Tommy Lee Jones; Jean Smart; Marin Ireland; Susan Misner; Ben Rappaport; Daniel Flaherty; Kayla Ruhl; Patch Darragh
Island of Lost Souls,Charles Laughton; Richard Arlen; Leila Hyams; Bela Lugosi; Kathleen Burke; Arthur Hohl; Stanley Fields; Paul Hurst; Hans Steinke; Tetsu Komai
The Street with No Name,Mark Stevens; Richard Widmark; Lloyd Nolan; Barbara Lawrence; Ed Begley; Donald Buka; Joseph Pevney; John McIntire; Walter Greaza; Howard Smith
Older Than America,Georgina Lightning; Adam Beach; Rose Berens; Tantoo Cardinal; Bradley Cooper; Wes Studi; Chris Mulkey; Dennis Banks
Off the Black,Trevor Morgan; Nick Nolte; Rosemarie DeWitt; Thomas Schall; Paul Urcioli; Johnathan Tchaikovsky; Noah Fleiss; Sonia Feigelson; Timothy Hutton; James Ponsoldt
Walker Texas Ranger - Something in the Shadows: Part 1&2,Chuck Norris; Clarence Gilyard Jr.; Sheree J. Wilson; Ely Pouget; Giovanni Ribisi; Lisa Cangelosi; John S. Davies
Suburbia,Chris Pedersen; Bill Coyne; Jennifer Clay; Timothy O'Brien; Wade Walston; Flea; Maggie Ehrig; Grant Miner; Christina Beck; Andrew Pece
That's My Boy,Adam Sandler; Andy Samberg; Leighton Meester; Milo Ventimiglia; Vanilla Ice; Ciara; Tony Orlando; James Caan; Susan Sarandon; Eva Amurri; Will Forte; Rachel Dratch; Ian Ziering; Nick Swardson; Luenell
This Is 40,Leslie Mann; Paul Rudd; Albert Brooks; John Lithgow; Iris Apatow; Maude Apatow; Chris O'Dowd; Lena Dunham; Megan Fox; Charlyne Yi; Jason Segel; Melissa McCarthy; Robert Smigel; Annie Mumolo; Ryan Lee; Graham Parker
End of the Century,Marky Ramone; Johnny Ramone; Dee Dee Ramone; Tommy Ramone; Joey Ramone; Richie Ramone; Christopher Ward; Roberta Bayley; Rodney Bingenheimer; Clem Burke
The Collection,Josh Stewart; Emma Fitzpatrick; Christopher McDonald; Shannon Kane; Erin Way; Daniel Sharman; Johanna Braddy; Lee Tergesen; Andre Royo; Navi Rawat; Brandon Molale; William Peltz
Walker Texas Ranger 3: Deadly Reunion,Chuck Norris; Jonathan Banks; Ivan Brutsche; Jackson Burns; Cory Dangerfield; Blue Deckert; Juli Erickson; Bryan Friday; Lanette Fugit; Clarence Gilyard Jr.
Side by Side,Keanu Reeves; David Fincher; Martin Scorsese; Steven Soderbergh; James Cameron; Greta Gerwig; Robert Rodriguez; Danny Boyle; Richard Linklater; Lena Dunham; Lilly Wachowski; Lana Wachowski; Vittorio Storaro
Death Tunnel,Steffany Huckaby; Melanie Lewis; Yolanda Pecoraro; Kristin Novak; Annie Burgstede; Jason Lasater; Gary Wolf; Robyn Corum; Gill Gayle; Brian Dyer
Jack and Diane,Juno Temple; Riley Keough; Jena Malone; Dane DeHaan; Kylie Minogue; Haviland Morris; Leo Fitzpatrick; Cara Seymour; Michael Chernus; Neal Huff
The Lost Valentine,Jennifer Love Hewitt; Nick Moon Stephens; Betty White; Sean Faris; Billy Magnussen; Meghann Fahy; Nadia Dajani; Will Chase; Helmar Augustus Cooper; Tom Nowicki
Mystery Woman,Kellie Martin; Constance Zimmer; Amy Locane; J.E. Freeman; William R. Moses; Steven Brand; Troy Bishop; Robert Wagner; Joan Severance; Lincoln Lageson
Darling Companion,Diane Keaton; Kevin Kline; Dianne Wiest; Richard Jenkins; Sam Shepard; Mark Duplass; Elisabeth Moss; Ayelet Zurer; Jay Ali; Jamey Anthony
The Watch,Jonah Hill; Ben Stiller; Vince Vaughn; Billy Crudup; Doug Jones; Rosemarie DeWitt; Richard Ayoade; Will Forte; Nicholas Braun; Jorma Taccone
Ninja,Scott Adkins; Tsuyoshi Ihara; Mika Hijii; Todd Jensen; Togo Igawa; Garrick Hagon; Miles Anderson; Valentin Ganev; Atanas Srebrev; Fumio Demura
Sherlock Holmes Faces Death,Basil Rathbone; Nigel Bruce; Dennis Hoey; Arthur Margetson; Hillary Brooke; Halliwell Hobbes; Minna Phillips; Milburn Stone; Gavin Muir; Gerald Hamer
Sparkle,Jordin Sparks; Whitney Houston; Derek Luke; Mike Epps; Carmen Ejogo; Tika Sumpter; Omari Hardwick; Michael Beach; Cee-Lo; Terrence Jenkins
Sundays at Tiffany's,Alyssa Milano; Eric Winter; Kristin Booth; Emily Alyn Lind; Ivan Sergei; Stockard Channing; Gage Munroe; Janet Porter; Kofi Payton; Lyndie Greenwood
Walker Texas Ranger. The Road to Black Bayou ,Chuck Norris; Clarence Gilyard Jr.; Sheree J. Wilson; Noble Willingham
Marilyn Hotchkiss' Ballroom Dancing & Charm School,John Goodman; Elden Henson; Robert Carlyle; Sean Astin; Teresa Johnston; Kelley Parker; Michael Bower; Chance Michael Corbitt; Joshua Horowitz; Philip Perlman
Hemingway & Gellhorn,Nicole Kidman; Clive Owen; David Strathairn; Rodrigo Santoro; Molly Parker; Parker Posey; Santiago Cabrera; Lars Ulrich; Saverio Guerra; Peter Coyote; Robert Duvall; Joan Chen; Tony Shalhoub; Connie Nielsen; Mark Pellegrino; Jeffrey Jones
Stoker,Mia Wasikowska; Nicole Kidman; Matthew Goode; Dermot Mulroney; Lucas Till; Ralph Brown; Jacki Weaver; Alden Ehrenreich; Phyllis Somerville; Wendy Keeling
Kid-Thing,Sydney Aguirre; Susan Tyrrell; David Zellner; Nathan Zellner
The Immigrant,Jeremy Renner; Marion Cotillard; Joaquin Phoenix; Dylan Hartigan
The Baytown Outlws,Billy Bob Thornton; Paul Wesley; Eva Longoria; Clayne Crawford; Daniel Cudmore; Travis Fimmel; Andre Braugher; Serinda Swan; Thomas Brodie-Sangster; Natalie Martinez; Michael Rapaport; Zoe Bell; Brea Grant
Riddick,Vin Diesel; Karl Urban; Katee Sackhoff; Jordi Mollà; Nolan Gerard Funk; Matt Nable; Bokeem Woodbine; Dave Bautista; Conrad Pla; Raoul Trujillo; Nolan Funk; Keri Hilson
Tenure,Luke Wilson; Gretchen Mol; David Koechner; Sasha Alexander; Bob Gunton; Rosemarie DeWitt; Michael Cudlitz; William Bogert; Andrew Daly; Ellen Tobie
Mystery Woman: Mystery Weekend,Kellie Martin; Clarence Williams III; Nina Siemaszko; Casey Sander; Julianna McCarthy; Deborah Van Valkenburgh; Michael Chieffo; Linda Larson; Sally Wells Cook; Beth Grant
Undisputed II: Last Man Standing,Michael Jai White; Scott Adkins; Ben Cross; Eli Danker; Mark Ivanir; Ken Lerner; Daisy Lang; Silvio Simac; Ivaylo Geraskov; Valentin Ganev
Looking for Fidel,Fidel Castro; Jimmy Carter; Ernesto Guevara; Oliver Stone; Blanca Reyes
Project Eliminator,David Carradine; Frank Zagarino; Hilary English; Brett Baxter Clark; Drew Snyder; Joshua Bryant; Calista Carradine; Michael Durrette; Frank Rivera; David 'Shark' Fralick
Broken City,Mark Wahlberg; Russell Crowe; Catherine Zeta-Jones; Jeffrey Wright; Barry Pepper; Kyle Chandler; Natalie Martinez; Alona Tal; Justin Chambers; Griffin Dunne
The English Teacher,Julianne Moore; Greg Kinnear; Michael Angarano; Lily Collins; Nathan Lane; Brynn Casey; Nikki Blonsky; Charlie Saxton; Erin Wilhelmi; Remy Auberjonois; Peter Y. Kim
Freelancers,Robert De Niro; 50 Cent; Forest Whitaker; Dana Delany; Beau Garrett; Ryan O'Nan; Michael McGrady; Matt Gerald; Hilary Cruz; Jeff Chase
The Loft,Karl Urban; James Marsden; Wentworth Miller; Eric Stonestreet; Matthias Schoenaerts; Rachael Taylor; Isabel Lucas; Rhona Mitra; Margarita Levieva; Valerie Cruz
A Late Quartet,Philip Seymour Hoffman; Catherine Keener; Christopher Walken; Mark Ivanir; Imogen Poots; Wallace Shawn; Madhur Jaffrey; Liraz Charhi; Marty Krzywonos; Megan McQuillan; Pamela Quinn; Christian Puig; Megan McQuillan
Little Birds,Juno Temple; Kay Panabaker; Kate Bosworth; Leslie Mann; Neal McDonough; Kyle Gallner; Chris Coy; Carlos Pena; Kathleen Gati; JR Bourne; David Warshofsky
American Samurai,David Bradley; Mark Dacascos; Valarie Trapp; Rex Ryon; Melissa Hellman; John Fujioka; Douvi Cohen; Mark Warren; Koby Azarly; Shalom Avitan
Good Day for It,Robert Patrick; Hal Holbrook; Jared Acosta; Kathy Baker; Chris Barnes; Michael Belveduto; Mika Boorem; Richard Brake; Matt Duffin; Robert Englund
Smoke Screen,Jaime Pressly; Currie Graham; Garwin Sanford; Larissa Laskin; Blu Mankuma; Zak Santiago; Malcolm Stewart; Martin Cummins; Brendan Fletcher; Marie Avgeropoulos
The Ring Two,Naomi Watts; Simon Baker; David Dorfman; Elizabeth Perkins; Gary Cole; Sissy Spacek; Ryan Merriman; Emily VanCamp; Kelly Overton; James Lesure
Hide Away,Josh Lucas; Ayelet Zurer; James Cromwell; Jon Tenney; Taylor Nichols; Casey LaBow; Anne Faba; Ele Bardha; Austin Bickel; Taylor Groothuis
No One Lives,Luke Evans; Adelaide Clemens; Derek Magyar; America Olivo; Beau Knapp; Lee Tergesen; Laura Ramsey; Lindsey Shaw; George Murdoch; Gary Grubbs
Mystery Woman: Snapshot,Kellie Martin; Clarence Williams III; Nina Siemaszko; Casey Sander; Patty McCormack; Brad Greenquist; Robyn Lively; Kari Wuhrer; Yvonne Delarosa; Seamus Dever
Brake,Stephen Dorff; Chyler Leigh; JR Bourne; Tom Berenger; Bobby Tomberlin; Kali Rocha; King Orba; Pruitt Taylor Vince; Sammy Sheik; Kent Shocknek
The Grey Zone,David Arquette; Velizar Binev; David Chandler; Michael Stuhlbarg; George Zlatarev; Dimitar Ivanov; Daniel Benzali; Allan Corduner; Steve Buscemi; Harvey Keitel; Shirly Brener; Mira Sorvino
Expired,Samantha Morton; Anthony John Crane; Gina St. John; Ron King; Rolando Molina; Teri Garr; Joe Camareno; Sonia Iris Lozada; Terence Bernie Hines; Carlease Burke
Revenge of the Creature,John Agar; Lori Nelson; John Bromfield; Nestor Paiva; Grandon Rhodes; Dave Willock; Robert Williams; Charles Cane
Dark Woods,James Russo; Tracy Coogan; John Muscarnero; Mary Kate Wiles; Mark Shady; Corey Mendell Parker; Martine Jean
Wyatt Earp's Revenge,Val Kilmer; Shawn Roberts; Matt Dallas; Daniel Booko; Scott Whyte; Steven Grayhm; Levi Fiehler; Trace Adkins; Diana DeGarmo; Brian Groh
One for the Fire: The Legacy of 'Night of the Living Dead',Judith O'Dea; Bill 'Chilly Billy' Cardille; George A. Romero; Rudy Ricci; Russell Streiner; John A. Russo; Gary Streiner; S. William Hinzman; Karl Hardman; Marilyn Eastman
The Nail: The Story of Joey Nardone,William Forsythe; Tony Danza; Dayanara Torres; Leo Rossi; Billy Gallo; Stink Fisher; Ray 'Boom Boom' Mancini; Tony Luke Jr.; Joe Pistone; Robert Bizik
Game Change,Woody Harrelson; Julianne Moore; Ed Harris; Ron Livingston; Sarah Paulson; Tiffany Thornton; Brian d'Arcy James; Peter MacNicol; John Rothman; Jamey Sheridan
A Good Day to Die Hard,Bruce Willis; Jai Courtney; Sebastian Koch; Yulia Snigir; Rasha Bukvic; Cole Hauser; Sergei Kolesnikov; Mary Elizabeth Winstead; Amaury Nolasco; Megalyn Echikunwoke; Patrick Stewart; Aksel Hennie
The Woman God Forgot,Geraldine Farrar; Wallace Reid; Raymond Hatton; Hobart Bosworth; Theodore Kosloff; Walter Long; Julia Faye; Olga Grey; Charley Rogers
The Perfect Family,Kathleen Turner; Emily Deschanel; Jason Ritter; Richard Chamberlain; Elizabeth Peña; Kristen Dalton; Michael McGrady; Sharon Lawrence; Scott Michael Campbell; Angelique Cabral
The Lone Ranger,Johnny Depp; Armie Hammer; Helena Bonham Carter; Tom Wilkinson; William Fichtner; Barry Pepper; James Badge Dale; Ruth Wilson; Bryant Price; James Frain; Damon Herriman; Mason Cook
